#nch:  1000 id=     1      E in detector (MeV)                                             
#      x          content      error    
  0.469350E+01 0.712000E+03 0.266833E+02
  0.470250E+01 0.674000E+03 0.259615E+02
  0.471150E+01 0.594000E+03 0.243721E+02
  0.472050E+01 0.636000E+03 0.252190E+02
  0.472950E+01 0.624000E+03 0.249800E+02
  0.473850E+01 0.671000E+03 0.259037E+02
  0.474750E+01 0.665000E+03 0.257876E+02
  0.475650E+01 0.606000E+03 0.246171E+02
  0.476550E+01 0.541000E+03 0.232594E+02
  0.477450E+01 0.507000E+03 0.225167E+02
  0.478350E+01 0.443000E+03 0.210476E+02
  0.479250E+01 0.359000E+03 0.189473E+02
  0.480150E+01 0.332000E+03 0.182209E+02
  0.481050E+01 0.378000E+03 0.194422E+02
  0.481950E+01 0.457000E+03 0.213776E+02
  0.482850E+01 0.535000E+03 0.231301E+02
  0.483750E+01 0.560000E+03 0.236643E+02
  0.484650E+01 0.532000E+03 0.230651E+02
  0.485550E+01 0.503000E+03 0.224277E+02
  0.486450E+01 0.513000E+03 0.226495E+02
  0.487350E+01 0.550000E+03 0.234521E+02
  0.488250E+01 0.510000E+03 0.225832E+02
  0.489150E+01 0.663000E+03 0.257488E+02
  0.490050E+01 0.848000E+03 0.291204E+02
  0.490950E+01 0.100200E+04 0.316544E+02
  0.491850E+01 0.101500E+04 0.318591E+02
  0.492750E+01 0.892000E+03 0.298664E+02
  0.493650E+01 0.742000E+03 0.272397E+02
  0.494550E+01 0.705000E+03 0.265518E+02
  0.495450E+01 0.716000E+03 0.267582E+02
